review_id,text,source,item,true_sentiment,review_date
REV101325,"Received the wireless headphones today, packaging was standard.",Amazon Review,wireless headphones,neutral,2024-03-12
REV101326,This software update caused nothing but problems since day one.,Twitter/X Post,software update,negative,2024-05-26
REV101327,The air purifier arrived damaged and customer service ignored me.,Facebook Comment,air purifier,negative,2024-01-24
REV101328,The fitness tracker stopped working and support was unhelpful.,Product Forum,fitness tracker,negative,2024-02-22
REV101329,"I'm so happy with the fitness tracker, works perfectly and looks great.",Facebook Comment,fitness tracker,positive,2024-09-27
REV101330,"Very frustrated with the wireless headphones, it never worked as advertised.",Facebook Comment,wireless headphones,negative,2024-04-03
REV101331,"Excellent coffee maker, exactly as described and super reliable.",Amazon Review,coffee maker,positive,2024-02-03
REV101332,"I'm impressed by how well the gaming mouse performs, truly outstanding.",News Headline,gaming mouse,positive,2024-01-20
REV101333,"This fitness tracker is fantastic, best purchase I've made all year.",Product Forum,fitness tracker,positive,2024-11-25
REV101334,"The water bottle does what it's supposed to do, nothing special.",Facebook Comment,water bottle,neutral,2024-01-13
REV101335,Highly recommend the restaurant chain to anyone looking for quality. :),Twitter/X Post,restaurant chain,positive,2024-06-09
REV101336,"I'm impressed by how well the wireless headphones performs, truly outstanding.",Facebook Comment,wireless headphones,positive,2024-03-15
REV101337,The subscription plan arrived damaged and customer service ignored me.,News Headline,subscription plan,negative,2024-02-07
REV101338,"I'm so disappointed with this subscription plan, complete waste of money.",News Headline,subscription plan,negative,2024-10-08
REV101339,What a wonderful bluetooth speaker! Great value for the price.!!,Facebook Comment,bluetooth speaker,positive,2024-06-06
REV101340,Here is my honest review of the running shoes after a week of use.,Twitter/X Post,running shoes,neutral,2024-08-25
REV101341,"This subscription plan is a game changer, I use it every single day.",Product Forum,subscription plan,positive,2024-01-28
REV101342,"Absolutely love this coffee maker, it exceeded all my expectations! Love it!",Amazon Review,coffee maker,positive,2024-02-22
REV101343,Highly recommend the wireless headphones to anyone looking for quality.,Twitter/X Post,wireless headphones,positive,2024-10-16
REV101344,   ,Amazon Review,mobile app,positive,2024-10-05
REV101345,"I'm so disappointed with this restaurant chain, complete waste of money. :(",News Headline,restaurant chain,negative,2024-12-19
REV101346,Here is my honest review of the restaurant chain after a week of use.,Amazon Review,restaurant chain,neutral,2024-01-25
REV101347,"Just unboxed the smartphone case, will update this review later.",Product Forum,smartphone case,neutral,2024-11-14
REV101348,"Just unboxed the software update, will update this review later.",Product Forum,software update,neutral,2024-07-24
REV101349,"Very frustrated with the subscription plan, it never worked as advertised.",Twitter/X Post,subscription plan,negative,2024-01-21
REV101350,The smartphone case stopped working and support was unhelpful.,Facebook Comment,smartphone case,negative,2024-06-04
REV101351,What a wonderful bluetooth speaker! Great value for the price.!!,Twitter/X Post,bluetooth speaker,positive,2024-12-13
REV101352,Comparing the running shoes to similar products on the market now.,Amazon Review,running shoes,neutral,2024-05-03
REV101353,Comparing the delivery service to similar products on the market now.,Product Forum,delivery service,neutral,2024-05-03
REV101354,Considering whether to keep the gaming mouse or exchange it.,Amazon Review,gaming mouse,neutral,2024-02-06
REV101355,The electric toothbrush arrived on time and matches the description.,Twitter/X Post,electric toothbrush,neutral,2024-02-06
REV101356,This yoga mat is poorly made and feels cheap.!!,Amazon Review,yoga mat,negative,2024-07-13
REV101357,Highly recommend the electric toothbrush to anyone looking for quality.,Facebook Comment,electric toothbrush,positive,2024-04-29
REV101358,"Terrible smartphone case, broke after just two days of use.",Product Forum,smartphone case,negative,2024-04-28
REV101359,"Disappointing water bottle, definitely returning it. :(",Facebook Comment,water bottle,negative,2024-11-05
REV101360,"Five stars for the streaming service, it changed the way I do things.",Amazon Review,streaming service,positive,2024-05-03
REV101361,The customer support experience arrived quickly and the build quality is amazing. Love it!,Product Forum,customer support experience,positive,2024-05-28
REV101362,The water bottle arrived quickly and the build quality is amazing.,Twitter/X Post,water bottle,positive,2024-12-06
REV101363,"Absolutely love this wireless headphones, it exceeded all my expectations!",Amazon Review,wireless headphones,positive,2024-05-10
REV101364,"This yoga mat is fantastic, best purchase I've made all year.",News Headline,yoga mat,positive,2024-07-03
REV101365,"Excellent air purifier, exactly as described and super reliable. :)",Amazon Review,air purifier,positive,2024-11-08
REV101366,"The customer support experience meets the basic requirements, nothing more.",Twitter/X Post,customer support experience,neutral,2024-01-20
REV101367,"This software update is a game changer, I use it every single day.",Amazon Review,software update,positive,2024-04-29
REV101368,"Received the mobile app today, packaging was standard.",Facebook Comment,mobile app,neutral,2024-03-19
REV101369,Highly recommend the office chair to anyone looking for quality.,Facebook Comment,office chair,positive,2024-11-30
REV101370,"The restaurant chain meets the basic requirements, nothing more.",Amazon Review,restaurant chain,neutral,2024-02-15
REV101371,"This running shoes is fantastic, best purchase I've made all year.",News Headline,running shoes,positive,2024-11-21
REV101372,"Worst desk lamp I have ever bought, total regret.",Facebook Comment,desk lamp,negative,2024-11-23
REV101373,The kitchen blender arrived on time and matches the description.,Amazon Review,kitchen blender,neutral,2024-10-06
REV101374,This desk lamp is poorly made and feels cheap.,Product Forum,desk lamp,negative,2024-02-25
REV101375,The customer service team was super helpful with my software update order.,Facebook Comment,software update,positive,2024-07-13
REV101376,The coffee maker has some pros and cons worth mentioning.,News Headline,coffee maker,neutral,2024-11-10
REV101377,"Disappointing office chair, definitely returning it.",Amazon Review,office chair,negative,2024-12-26
REV101378,The water bottle stopped working and support was unhelpful.,Product Forum,water bottle,negative,2024-06-03
REV101379,The delivery service stopped working and support was unhelpful. 😡,News Headline,delivery service,negative,2024-03-15
REV101380,This smartphone case caused nothing but problems since day one.,Amazon Review,smartphone case,negative,2024-08-04
REV101381,This delivery service caused nothing but problems since day one.!!,Twitter/X Post,delivery service,negative,2024-11-02
REV101382,This running shoes caused nothing but problems since day one.,Facebook Comment,running shoes,negative,2024-04-10
REV101383,"Received the streaming service today, packaging was standard.",News Headline,streaming service,neutral,2024-06-02
REV101384,Here is my honest review of the smartphone case after a week of use.,Twitter/X Post,smartphone case,neutral,2024-01-19
REV101385,Comparing the delivery service to similar products on the market now.,Amazon Review,delivery service,neutral,2024-03-16
REV101386,Here is my honest review of the restaurant chain after a week of use.,News Headline,restaurant chain,neutral,2024-09-17
REV101387,"Disappointing desk lamp, definitely returning it.!!",News Headline,desk lamp,negative,2024-02-13
REV101388,"I bought the backpack last week, still testing it out.",Twitter/X Post,backpack,neutral,2024-08-03
REV101389,"Absolutely love this bluetooth speaker, it exceeded all my expectations!",,bluetooth speaker,positive,2024-05-02
REV101390,"I'm so disappointed with this electric toothbrush, complete waste of money.!!",Facebook Comment,electric toothbrush,negative,2024-05-21
REV101391,"Just unboxed the bluetooth speaker, will update this review later.",Product Forum,bluetooth speaker,neutral,2024-01-26
REV101392,The software update arrived quickly and the build quality is amazing.,Product Forum,software update,positive,2024-03-06
REV101393,"Excellent fitness tracker, exactly as described and super reliable.",Amazon Review,fitness tracker,positive,2024-08-07
REV101394,"Absolutely love this wireless headphones, it exceeded all my expectations! :)",Twitter/X Post,wireless headphones,positive,2024-06-24
REV101395,Considering whether to keep the bluetooth speaker or exchange it.,Product Forum,bluetooth speaker,neutral,2024-05-29
REV101396,"Disappointing delivery service, definitely returning it.",Amazon Review,delivery service,negative,2024-01-11
REV101397,The laptop stand has some pros and cons worth mentioning.,Twitter/X Post,laptop stand,neutral,2024-08-25
REV101398,Great delivery service! My whole family loves it. :),Amazon Review,delivery service,positive,2024-04-15
REV101399,"Awful experience with the airline, would not recommend at all. Never again.",Amazon Review,airline,negative,2024-09-05
REV101400,Here is my honest review of the bluetooth speaker after a week of use.,News Headline,bluetooth speaker,neutral,2024-09-10
REV101401,"Disappointing backpack, definitely returning it.",News Headline,backpack,negative,2024-11-05
REV101402,The software update arrived damaged and customer service ignored me.,Product Forum,software update,negative,2024-12-17
REV101403,"The laptop stand works as expected, average performance overall.",Product Forum,laptop stand,neutral,2024-08-11
REV101404,"Disappointing smartphone case, definitely returning it.",News Headline,smartphone case,negative,2024-05-03
REV101405,The yoga mat arrived on time and matches the description.,Facebook Comment,yoga mat,neutral,2024-08-31
REV101406,I hate how unreliable this streaming service turned out to be.,Amazon Review,streaming service,negative,2024-09-25
REV101407,What a wonderful air purifier! Great value for the price.,Facebook Comment,air purifier,positive,2024-11-10
REV101408,"I'm so happy with the gaming mouse, works perfectly and looks great. :)",Facebook Comment,gaming mouse,positive,2024-05-30
REV101409,"I'm impressed by how well the airline performs, truly outstanding.",Twitter/X Post,airline,positive,2024-09-13
REV101410,"I'm so disappointed with this kitchen blender, complete waste of money.",Product Forum,kitchen blender,negative,2024-10-19
REV101411,"Five stars for the laptop stand, it changed the way I do things. Love it!",Twitter/X Post,laptop stand,positive,2024-07-19
REV101412,"The wireless headphones meets the basic requirements, nothing more.",News Headline,wireless headphones,neutral,2024-07-29
REV101413,The bluetooth speaker is overpriced for such low quality. 😡,Facebook Comment,bluetooth speaker,negative,2024-03-16
REV101414,"Received the bluetooth speaker today, packaging was standard.",Amazon Review,bluetooth speaker,neutral,2024-02-01
REV101415,"Just unboxed the desk lamp, will update this review later.",Product Forum,desk lamp,neutral,2024-02-13
REV101416,The customer service team was super helpful with my wireless headphones order. 😊,Amazon Review,wireless headphones,positive,2024-12-16
REV101417,"I bought the bluetooth speaker last week, still testing it out.",Amazon Review,bluetooth speaker,neutral,2024-12-24
REV101418,"Excellent smartphone case, exactly as described and super reliable. Love it!",Amazon Review,smartphone case,positive,2024-03-18
REV101419,The coffee maker has some pros and cons worth mentioning.,Product Forum,coffee maker,neutral,2024-05-18
REV101420,"Absolutely love this airline, it exceeded all my expectations!",Amazon Review,airline,positive,2024-03-27
REV101421,The airline stopped working and support was unhelpful.,Twitter/X Post,airline,negative,2024-11-13
REV101422,The customer service team was super helpful with my mobile app order.,Amazon Review,mobile app,positive,2024-01-13
REV101423,"Just unboxed the electric toothbrush, will update this review later.",Facebook Comment,electric toothbrush,neutral,2024-07-08
REV101424,"Just unboxed the water bottle, will update this review later.",Twitter/X Post,water bottle,neutral,2024-10-14
REV101425,Comparing the delivery service to similar products on the market now.,Facebook Comment,delivery service,neutral,2024-02-10
REV101426,Here is my honest review of the electric toothbrush after a week of use.,News Headline,electric toothbrush,neutral,2024-09-20
REV101427,"I'm so disappointed with this subscription plan, complete waste of money.",Product Forum,subscription plan,negative,2024-12-02
REV101428,"Disappointing backpack, definitely returning it.",News Headline,backpack,negative,2024-06-05
REV101429,"Worst restaurant chain I have ever bought, total regret.!!",Product Forum,restaurant chain,negative,2024-06-23
REV101430,"Five stars for the office chair, it changed the way I do things.",Facebook Comment,office chair,positive,2024-11-07
REV101431,"Absolutely love this subscription plan, it exceeded all my expectations!",Facebook Comment,subscription plan,positive,2024-01-17
REV101432,"Just unboxed the smartphone case, will update this review later.",News Headline,smartphone case,neutral,2024-11-27
REV101433,"I'm impressed by how well the customer support experience performs, truly outstanding.",Product Forum,customer support experience,positive,2024-06-03
REV101434,"Awful experience with the customer support experience, would not recommend at all. Never again.",Product Forum,customer support experience,negative,2024-08-18
REV101435,"Received the wireless headphones today, packaging was standard.",Amazon Review,wireless headphones,neutral,2024-08-11
REV101436,"Terrible bluetooth speaker, broke after just two days of use. :(",News Headline,bluetooth speaker,negative,2024-12-11
REV101437,Comparing the water bottle to similar products on the market now.,News Headline,water bottle,neutral,2024-01-15
REV101438,The customer service team was super helpful with my streaming service order.,Facebook Comment,streaming service,positive,2024-01-20
REV101439,"Terrible subscription plan, broke after just two days of use.",Amazon Review,subscription plan,negative,2024-08-14
REV101440,The kitchen blender arrived quickly and the build quality is amazing.,News Headline,kitchen blender,positive,2024-06-30
REV101441,"The subscription plan works as expected, average performance overall.",Amazon Review,subscription plan,neutral,2024-12-02
REV101442,Comparing the kitchen blender to similar products on the market now.,Product Forum,kitchen blender,neutral,2024-10-16
REV101443,The software update arrived on time and matches the description.,Twitter/X Post,software update,neutral,2024-02-27
REV101444,The customer service team was super helpful with my delivery service order.,News Headline,delivery service,positive,2024-06-16
REV101445,"Absolutely love this mobile app, it exceeded all my expectations!",Twitter/X Post,mobile app,positive,2024-06-16
REV101446,"This gaming mouse is fantastic, best purchase I've made all year.",Twitter/X Post,gaming mouse,positive,2024-09-26
REV101447,"Awful experience with the wireless headphones, would not recommend at all.",Product Forum,wireless headphones,negative,2024-02-15
REV101448,Considering whether to keep the desk lamp or exchange it.,Twitter/X Post,desk lamp,neutral,2024-01-08
REV101449,This yoga mat is poorly made and feels cheap.,Product Forum,yoga mat,negative,2024-03-29
REV101450,"I'm impressed by how well the backpack performs, truly outstanding.",Twitter/X Post,backpack,positive,2024-06-28
REV101451,What a wonderful electric toothbrush! Great value for the price.,Product Forum,electric toothbrush,positive,2024-10-03
REV101452,"Just unboxed the restaurant chain, will update this review later.",News Headline,restaurant chain,neutral,2024-09-10
REV101453,"Excellent mobile app, exactly as described and super reliable.",News Headline,mobile app,positive,2024-08-21
REV101454,The electric toothbrush has some pros and cons worth mentioning.,Product Forum,electric toothbrush,neutral,2024-07-04
REV101455,Considering whether to keep the mobile app or exchange it.,Facebook Comment,mobile app,neutral,2024-02-02
REV101456,"The laptop stand works as expected, average performance overall.",Twitter/X Post,laptop stand,neutral,2024-09-22
REV101457,"Five stars for the laptop stand, it changed the way I do things.",Amazon Review,laptop stand,positive,2024-04-07
REV101458,"Just unboxed the desk lamp, will update this review later.",Product Forum,desk lamp,neutral,2024-12-23
REV101459,"This kitchen blender is fantastic, best purchase I've made all year. 😊",Facebook Comment,kitchen blender,positive,2024-01-05
REV101460,The running shoes arrived quickly and the build quality is amazing.,Facebook Comment,running shoes,positive,2024-08-12
REV101461,The airline arrived on time and matches the description.,Facebook Comment,airline,neutral,2024-12-16
REV101462,"The streaming service meets the basic requirements, nothing more.",Product Forum,streaming service,neutral,2024-05-22
REV101463,The delivery service is overpriced for such low quality.,Product Forum,delivery service,negative,2024-08-06
REV101464,Here is my honest review of the subscription plan after a week of use.,News Headline,subscription plan,neutral,2024-09-20
REV101465,Highly recommend the desk lamp to anyone looking for quality.,Product Forum,desk lamp,positive,2024-03-14
REV101466,"Disappointing kitchen blender, definitely returning it. :(",Amazon Review,kitchen blender,negative,2024-06-20
REV101467,"The bluetooth speaker is okay, not great but not bad either.",Product Forum,bluetooth speaker,neutral,2024-11-05
REV101468,"Disappointing wireless headphones, definitely returning it. :(",Twitter/X Post,wireless headphones,negative,2024-08-01
REV101469,"Awful experience with the restaurant chain, would not recommend at all. Never again.",Facebook Comment,restaurant chain,negative,2024-10-01
REV101470,The office chair arrived damaged and customer service ignored me. :(,News Headline,office chair,negative,2024-01-01
REV101471,I hate how unreliable this fitness tracker turned out to be. Never again.,Twitter/X Post,fitness tracker,negative,2024-10-22
REV101472,The streaming service is overpriced for such low quality.,News Headline,streaming service,negative,2024-12-24
REV101473,Great office chair! My whole family loves it.,Amazon Review,office chair,positive,2024-12-02
REV101474,Considering whether to keep the desk lamp or exchange it.,Product Forum,desk lamp,neutral,2024-07-04
REV101475,"The smartphone case is okay, not great but not bad either.",News Headline,smartphone case,neutral,2024-01-15
REV101476,I hate how unreliable this software update turned out to be.,Product Forum,software update,negative,2024-12-28
REV101477,"The backpack does what it's supposed to do, nothing special.",Facebook Comment,backpack,neutral,2024-03-14
REV101478,"Worst wireless headphones I have ever bought, total regret.!!",News Headline,wireless headphones,negative,2024-06-04
REV101479,The smartphone case stopped working and support was unhelpful.!!,Amazon Review,smartphone case,negative,2024-09-01
REV101480,The office chair has some pros and cons worth mentioning.,News Headline,office chair,neutral,2024-07-15
REV101481,Comparing the desk lamp to similar products on the market now.,Facebook Comment,desk lamp,neutral,2024-10-28
REV101482,The fitness tracker arrived on time and matches the description.,Amazon Review,fitness tracker,neutral,2024-07-11
REV101483,The air purifier is overpriced for such low quality. 😡,Product Forum,air purifier,negative,2024-08-04
REV101484,Great kitchen blender! My whole family loves it.,Twitter/X Post,kitchen blender,positive,2024-07-26
REV101485,"Received the desk lamp today, packaging was standard.",News Headline,desk lamp,neutral,2024-06-25
REV101486,Comparing the running shoes to similar products on the market now.,Product Forum,running shoes,neutral,2024-12-12
REV101487,Here is my honest review of the running shoes after a week of use.,Facebook Comment,running shoes,neutral,2024-02-13
REV101488,"Terrible kitchen blender, broke after just two days of use.!!",Twitter/X Post,kitchen blender,negative,2024-09-22
REV101489,"Excellent airline, exactly as described and super reliable.",Amazon Review,airline,positive,2024-07-22
REV101490,What a wonderful wireless headphones! Great value for the price.,News Headline,wireless headphones,positive,2024-11-13
REV101491,The kitchen blender arrived on time and matches the description.,Product Forum,kitchen blender,neutral,2024-03-24
REV101492,What a wonderful running shoes! Great value for the price.,Amazon Review,running shoes,positive,2024-05-13
REV101493,"The gaming mouse is okay, not great but not bad either.",News Headline,gaming mouse,neutral,2024-07-29
REV101494,"I'm so happy with the smartphone case, works perfectly and looks great.",Twitter/X Post,smartphone case,positive,2024-09-29
REV101495,"This air purifier is fantastic, best purchase I've made all year.",Twitter/X Post,air purifier,positive,2024-10-17
REV101496,"This water bottle is a game changer, I use it every single day.",Amazon Review,water bottle,positive,2024-02-01
REV101497,"Terrible airline, broke after just two days of use.",Twitter/X Post,airline,negative,2024-04-24
REV101498,"The laptop stand does what it's supposed to do, nothing special.",Twitter/X Post,laptop stand,neutral,2024-08-31
REV101499,This software update is poorly made and feels cheap. 😡,Amazon Review,software update,negative,2024-03-09
REV101500,This air purifier is poorly made and feels cheap. Never again.,Facebook Comment,air purifier,negative,2024-04-16
REV101501,This restaurant chain caused nothing but problems since day one.!!,News Headline,restaurant chain,negative,2024-03-27
REV101502,"Excellent fitness tracker, exactly as described and super reliable.",Facebook Comment,fitness tracker,positive,2024-04-18
REV101503,Great running shoes! My whole family loves it.,Facebook Comment,running shoes,positive,2024-09-03
REV101504,"Terrible kitchen blender, broke after just two days of use.!!",News Headline,kitchen blender,negative,2024-04-22
REV101505,"I'm impressed by how well the airline performs, truly outstanding.",Amazon Review,airline,positive,2024-10-24
REV101506,"The electric toothbrush meets the basic requirements, nothing more.",News Headline,electric toothbrush,neutral,2024-08-25
REV101507,Highly recommend the running shoes to anyone looking for quality.,News Headline,running shoes,positive,2024-11-22
REV101508,This water bottle caused nothing but problems since day one.,Product Forum,water bottle,negative,2024-04-14
REV101509,"I'm so disappointed with this wireless headphones, complete waste of money.",Product Forum,wireless headphones,negative,2024-09-24
REV101510,Considering whether to keep the office chair or exchange it.,Amazon Review,office chair,neutral,2024-02-05
REV101511,"Absolutely love this yoga mat, it exceeded all my expectations!",Twitter/X Post,yoga mat,positive,2024-09-11
REV101512,"I'm impressed by how well the subscription plan performs, truly outstanding.",Amazon Review,subscription plan,positive,2024-11-19
REV101513,The coffee maker stopped working and support was unhelpful.,Product Forum,coffee maker,negative,2024-04-22
REV101514,Comparing the backpack to similar products on the market now.,Facebook Comment,backpack,neutral,2024-08-12
REV101515,The delivery service arrived damaged and customer service ignored me.,Amazon Review,delivery service,negative,2024-08-09
REV101516,"The coffee maker works as expected, average performance overall.",Amazon Review,coffee maker,neutral,2024-01-12
REV101517,"The gaming mouse meets the basic requirements, nothing more.",Product Forum,gaming mouse,neutral,2024-09-14
REV101518,"The electric toothbrush is okay, not great but not bad either.",Product Forum,electric toothbrush,neutral,2024-03-21
REV101519,"I'm so disappointed with this desk lamp, complete waste of money.",Product Forum,desk lamp,negative,2024-05-22
REV101520,"I'm so disappointed with this streaming service, complete waste of money. 😡",Twitter/X Post,streaming service,negative,2024-02-19
REV101521,Great laptop stand! My whole family loves it.,Amazon Review,laptop stand,positive,2024-05-25
REV101522,"The delivery service does what it's supposed to do, nothing special.",Facebook Comment,delivery service,neutral,2024-03-18
REV101523,"Absolutely love this software update, it exceeded all my expectations!",Product Forum,software update,positive,2024-01-29
REV101524,Considering whether to keep the restaurant chain or exchange it.,Amazon Review,restaurant chain,neutral,2024-08-26
REV101525,"The office chair works as expected, average performance overall.",Product Forum,office chair,neutral,2024-12-04
REV101526,"I'm impressed by how well the laptop stand performs, truly outstanding.",Facebook Comment,laptop stand,positive,2024-11-16
REV101527,"Five stars for the streaming service, it changed the way I do things. 😊",News Headline,streaming service,positive,2024-10-23
REV101528,The backpack arrived quickly and the build quality is amazing.,Facebook Comment,backpack,positive,2024-02-13
REV101529,"Very frustrated with the bluetooth speaker, it never worked as advertised.",Product Forum,bluetooth speaker,negative,2024-04-12
REV101530,I hate how unreliable this fitness tracker turned out to be.,Amazon Review,fitness tracker,negative,2024-05-17
REV101531,"The fitness tracker meets the basic requirements, nothing more.",Amazon Review,fitness tracker,neutral,2024-09-02
REV101532,This desk lamp is poorly made and feels cheap.,Twitter/X Post,desk lamp,negative,2024-07-04
REV101533,Considering whether to keep the laptop stand or exchange it.,Twitter/X Post,laptop stand,neutral,2024-10-10
REV101534,The customer service team was super helpful with my backpack order.,Facebook Comment,backpack,positive,2024-10-06
REV101535,"Absolutely love this airline, it exceeded all my expectations!",Facebook Comment,airline,positive,2024-09-07
REV101536,"The yoga mat works as expected, average performance overall.",News Headline,yoga mat,neutral,2024-05-01
REV101537,"Awful experience with the delivery service, would not recommend at all. Never again.",Twitter/X Post,delivery service,negative,2024-08-29
REV101538,"Just unboxed the laptop stand, will update this review later.",Amazon Review,laptop stand,neutral,2024-03-07
REV101539,"Just unboxed the streaming service, will update this review later.",Twitter/X Post,streaming service,neutral,2024-06-08
REV101540,The coffee maker is overpriced for such low quality. Never again.,Amazon Review,coffee maker,negative,2024-07-06
REV101541,This fitness tracker is poorly made and feels cheap.,Twitter/X Post,fitness tracker,negative,2024-06-05
REV101542,This customer support experience is poorly made and feels cheap.,Product Forum,customer support experience,negative,2024-12-17
REV101543,"Absolutely love this office chair, it exceeded all my expectations!",Amazon Review,office chair,positive,2024-04-03
REV101544,"Five stars for the restaurant chain, it changed the way I do things.",News Headline,restaurant chain,positive,2024-04-11
REV101545,The customer support experience has some pros and cons worth mentioning.,Amazon Review,customer support experience,neutral,2024-02-01
REV101546,The water bottle arrived damaged and customer service ignored me.,News Headline,water bottle,negative,2024-05-19
REV101547,"The customer support experience works as expected, average performance overall.",Product Forum,customer support experience,neutral,2024-09-28
REV101548,The airline stopped working and support was unhelpful.,Amazon Review,airline,negative,2024-01-07
REV101549,"This software update is fantastic, best purchase I've made all year. :)",Twitter/X Post,software update,positive,2024-11-23
REV101550,"I'm so happy with the running shoes, works perfectly and looks great.",Product Forum,running shoes,positive,2024-04-18
REV101551,"Just unboxed the coffee maker, will update this review later.",Twitter/X Post,coffee maker,neutral,2024-01-01
REV101552,"I bought the bluetooth speaker last week, still testing it out.",News Headline,bluetooth speaker,neutral,2024-04-22
REV101553,The customer service team was super helpful with my software update order.,Facebook Comment,software update,positive,2024-12-22
REV101554,The streaming service has some pros and cons worth mentioning.,Twitter/X Post,streaming service,neutral,2024-01-15
REV101555,Here is my honest review of the electric toothbrush after a week of use.,Facebook Comment,electric toothbrush,neutral,2024-12-28
REV101556,Great customer support experience! My whole family loves it.,Amazon Review,customer support experience,positive,2024-10-17
REV101557,The customer service team was super helpful with my fitness tracker order.,Facebook Comment,fitness tracker,positive,2024-04-07
REV101558,"I'm impressed by how well the smartphone case performs, truly outstanding.",Amazon Review,smartphone case,positive,2024-08-22
REV101559,Here is my honest review of the bluetooth speaker after a week of use.,Facebook Comment,bluetooth speaker,neutral,2024-08-22
REV101560,Comparing the kitchen blender to similar products on the market now.,News Headline,kitchen blender,neutral,2024-03-27
REV101561,The fitness tracker arrived on time and matches the description.,Product Forum,fitness tracker,neutral,2024-05-29
REV101562,The fitness tracker arrived quickly and the build quality is amazing.,News Headline,fitness tracker,positive,2024-12-14
REV101563,"Five stars for the bluetooth speaker, it changed the way I do things. 😊",Product Forum,bluetooth speaker,positive,2024-03-09
REV101564,The subscription plan arrived on time and matches the description.,News Headline,subscription plan,neutral,2024-11-08
REV101565,"I'm so disappointed with this restaurant chain, complete waste of money.",Facebook Comment,restaurant chain,negative,2024-07-08
REV101566,The yoga mat arrived on time and matches the description.,Amazon Review,yoga mat,neutral,2024-09-18
REV101567,"Disappointing fitness tracker, definitely returning it.",Product Forum,fitness tracker,negative,2024-10-16
REV101568,The delivery service is overpriced for such low quality.,Facebook Comment,delivery service,negative,2024-11-13
REV101569,This smartphone case is poorly made and feels cheap.,Amazon Review,smartphone case,negative,2024-12-18
REV101570,"Received the airline today, packaging was standard.",Amazon Review,airline,neutral,2024-04-16
REV101571,"This desk lamp is fantastic, best purchase I've made all year. Love it!",Twitter/X Post,desk lamp,positive,2024-09-24
REV101572,Here is my honest review of the running shoes after a week of use.,News Headline,running shoes,neutral,2024-10-29
REV101573,I hate how unreliable this subscription plan turned out to be. :(,News Headline,subscription plan,negative,2024-08-23
REV101574,"The restaurant chain is okay, not great but not bad either.",Twitter/X Post,restaurant chain,neutral,2024-01-25
REV101575,"The delivery service meets the basic requirements, nothing more.",Twitter/X Post,delivery service,neutral,2024-10-28
REV101576,"Received the customer support experience today, packaging was standard.",Product Forum,customer support experience,neutral,2024-06-15
REV101577,"Absolutely love this air purifier, it exceeded all my expectations!",Facebook Comment,air purifier,positive,2024-02-08
REV101578,"Worst water bottle I have ever bought, total regret.",Amazon Review,water bottle,negative,2024-04-26
REV101579,"Absolutely love this mobile app, it exceeded all my expectations!",Facebook Comment,mobile app,positive,2024-06-28
REV101580,"Worst software update I have ever bought, total regret.",Facebook Comment,software update,negative,2024-11-29
REV101581,The customer support experience stopped working and support was unhelpful.,Amazon Review,customer support experience,negative,2024-10-24
REV101582,"I'm so disappointed with this fitness tracker, complete waste of money.",Facebook Comment,fitness tracker,negative,2024-05-30
REV101583,"Five stars for the kitchen blender, it changed the way I do things.",Facebook Comment,kitchen blender,positive,2024-12-12
REV101584,What a wonderful restaurant chain! Great value for the price.!!,News Headline,restaurant chain,positive,2024-12-24
REV101585,"Received the mobile app today, packaging was standard.",News Headline,mobile app,neutral,2024-07-22
REV101586,"The electric toothbrush does what it's supposed to do, nothing special.",Twitter/X Post,electric toothbrush,neutral,2024-10-13
REV101587,"Disappointing bluetooth speaker, definitely returning it. 😡",Amazon Review,bluetooth speaker,negative,2024-06-07
REV101588,"Awful experience with the software update, would not recommend at all.",Twitter/X Post,software update,negative,2024-11-21
REV101589,Comparing the wireless headphones to similar products on the market now.,Facebook Comment,wireless headphones,neutral,2024-06-15
REV101590,The laptop stand arrived quickly and the build quality is amazing. :),Amazon Review,laptop stand,positive,2024-04-18
REV101591,This yoga mat caused nothing but problems since day one.,Amazon Review,yoga mat,negative,2024-08-30
REV101592,"This bluetooth speaker is a game changer, I use it every single day.",Facebook Comment,bluetooth speaker,positive,2024-04-08
REV101593,"Worst running shoes I have ever bought, total regret.",News Headline,running shoes,negative,2024-12-11
REV101594,The customer service team was super helpful with my streaming service order.,Facebook Comment,streaming service,positive,2024-07-22
REV101595,I hate how unreliable this water bottle turned out to be.,News Headline,water bottle,negative,2024-08-02
REV101596,"Disappointing kitchen blender, definitely returning it.",News Headline,kitchen blender,negative,2024-07-08
REV101597,Considering whether to keep the gaming mouse or exchange it.,Twitter/X Post,gaming mouse,neutral,2024-09-08
REV101598,"Terrible office chair, broke after just two days of use.",Amazon Review,office chair,negative,2024-04-10
REV101599,"The airline does what it's supposed to do, nothing special.",Facebook Comment,airline,neutral,2024-11-12
REV101600,The bluetooth speaker stopped working and support was unhelpful.,Amazon Review,bluetooth speaker,negative,2024-03-04
REV101601,The customer service team was super helpful with my mobile app order.,Amazon Review,mobile app,positive,2024-12-11
REV101602,I hate how unreliable this airline turned out to be.!!,Product Forum,airline,negative,2024-02-03
REV101603,"Received the office chair today, packaging was standard.",Amazon Review,office chair,neutral,2024-05-17
REV101604,"Five stars for the wireless headphones, it changed the way I do things.",Product Forum,wireless headphones,positive,2024-02-02
