review_id,text,source,item,true_sentiment,review_date,clean_text,vader_compound,textblob_polarity,textblob_subjectivity,ensemble_score,predicted_sentiment,joy,anger,sadness,fear,trust,surprise,dominant_emotion,total_emotion_words
REV100978,Highly recommend the running shoes to anyone looking for quality. Love it!,Facebook Comment,running shoes,positive,2024-08-22,Highly recommend the running shoes to anyone looking for quality. Love it!,0.8066,0.3925,0.57,0.641,positive,1,0,0,0,1,0,joy,2
REV100979,Great desk lamp! My whole family loves it.,News Headline,desk lamp,positive,2024-12-08,Great desk lamp! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV100982,"Received the subscription plan today, packaging was standard.",Amazon Review,subscription plan,neutral,2024-04-05,"Received the subscription plan today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100984,The electric toothbrush arrived on time and matches the description.,Twitter/X Post,electric toothbrush,neutral,2024-08-22,The electric toothbrush arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100987,"I'm so happy with the electric toothbrush, works perfectly and looks great.!!",Facebook Comment,electric toothbrush,positive,2024-12-24,"I'm so happy with the electric toothbrush, works perfectly and looks great.!!",0.931,0.9333,0.9167,0.9319,positive,2,0,0,0,0,0,joy,2
REV100988,"Terrible wireless headphones, broke after just two days of use.",Facebook Comment,wireless headphones,negative,2024-08-08,"Terrible wireless headphones, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV100989,"The backpack does what it's supposed to do, nothing special.",Twitter/X Post,backpack,neutral,2024-01-13,"The backpack does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV100991,This airline is poorly made and feels cheap.,Amazon Review,airline,negative,2024-01-19,This airline is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV100992,What a wonderful laptop stand! Great value for the price.!!,News Headline,laptop stand,positive,2024-12-09,What a wonderful laptop stand! Great value for the price.!!,0.9017,1.0,0.875,0.941,positive,2,0,0,0,0,0,joy,2
REV100993,"The customer support experience is okay, not great but not bad either.",Facebook Comment,customer support experience,neutral,2024-06-18,"The customer support experience is okay, not great but not bad either.",0.6031,0.15,0.6389,0.4219,positive,1,0,0,0,0,0,joy,1
REV100994,"Terrible backpack, broke after just two days of use. Never again.",Amazon Review,backpack,negative,2024-02-27,"Terrible backpack, broke after just two days of use. Never again.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV100995,"Worst bluetooth speaker I have ever bought, total regret.",News Headline,bluetooth speaker,negative,2024-11-22,"Worst bluetooth speaker I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV100996,Great fitness tracker! My whole family loves it. Love it!,Facebook Comment,fitness tracker,positive,2024-03-11,Great fitness tracker! My whole family loves it. Love it!,0.9401,0.6083,0.5833,0.8074,positive,2,0,0,0,0,0,joy,2
REV100997,"I'm impressed by how well the backpack performs, truly outstanding.!!",News Headline,backpack,positive,2024-03-15,"I'm impressed by how well the backpack performs, truly outstanding.!!",0.9133,0.8906,0.9375,0.9042,positive,2,0,0,0,0,0,joy,2
REV101001,"Worst delivery service I have ever bought, total regret.",News Headline,delivery service,negative,2024-07-13,"Worst delivery service I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV101004,"Just unboxed the restaurant chain, will update this review later.",Twitter/X Post,restaurant chain,neutral,2024-11-01,"Just unboxed the restaurant chain, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV101006,"The software update works as expected, average performance overall.",Amazon Review,software update,neutral,2024-07-31,"The software update works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV101010,The customer service team was super helpful with my wireless headphones order.,News Headline,wireless headphones,positive,2024-09-23,The customer service team was super helpful with my wireless headphones order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV101011,"This laptop stand is fantastic, best purchase I've made all year. Love it!",Facebook Comment,laptop stand,positive,2024-03-25,"This laptop stand is fantastic, best purchase I've made all year. Love it!",0.923,0.675,0.6,0.8238,positive,3,0,0,0,0,0,joy,3
REV101013,What a wonderful air purifier! Great value for the price.,Twitter/X Post,air purifier,positive,2024-12-15,What a wonderful air purifier! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV101014,"Received the electric toothbrush today, packaging was standard.",Amazon Review,electric toothbrush,neutral,2024-06-16,"Received the electric toothbrush today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV101016,Here is my honest review of the mobile app after a week of use.,News Headline,mobile app,neutral,2024-04-07,Here is my honest review of the mobile app after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV101017,"This desk lamp is a game changer, I use it every single day. :)",Facebook Comment,desk lamp,positive,2024-01-12,"This desk lamp is a game changer, I use it every single day. :)",0.4588,0.0095,0.5381,0.2791,positive,0,0,0,0,0,0,none,0
REV101019,I hate how unreliable this streaming service turned out to be. Never again.,Facebook Comment,streaming service,negative,2024-08-27,I hate how unreliable this streaming service turned out to be. Never again.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV101020,"This gaming mouse is a game changer, I use it every single day.",Facebook Comment,gaming mouse,positive,2024-02-09,"This gaming mouse is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV101021,The running shoes arrived damaged and customer service ignored me.!!,Amazon Review,running shoes,negative,2024-09-27,The running shoes arrived damaged and customer service ignored me.!!,-0.6988,0.0,0.0,-0.4193,negative,0,0,0,0,0,0,none,0
REV101022,Great airline! My whole family loves it.,Product Forum,airline,positive,2024-11-08,Great airline! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV101024,"Very frustrated with the desk lamp, it never worked as advertised.",Amazon Review,desk lamp,negative,2024-02-06,"Very frustrated with the desk lamp, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV101025,"The air purifier meets the basic requirements, nothing more.",Amazon Review,air purifier,neutral,2024-06-01,"The air purifier meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV101031,"Terrible gaming mouse, broke after just two days of use.!!",Product Forum,gaming mouse,negative,2024-09-08,"Terrible gaming mouse, broke after just two days of use.!!",-0.7568,-1.0,1.0,-0.8541,negative,0,0,0,0,0,0,none,0
REV101033,"I'm so happy with the subscription plan, works perfectly and looks great. :)",Facebook Comment,subscription plan,positive,2024-01-03,"I'm so happy with the subscription plan, works perfectly and looks great. :)",0.9459,0.775,0.9375,0.8775,positive,2,0,0,0,0,0,joy,2
REV101034,The smartphone case stopped working and support was unhelpful. :(,Product Forum,smartphone case,negative,2024-04-03,The smartphone case stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV101038,Here is my honest review of the restaurant chain after a week of use.,Amazon Review,restaurant chain,neutral,2024-11-04,Here is my honest review of the restaurant chain after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV101039,Great laptop stand! My whole family loves it.,Product Forum,laptop stand,positive,2024-05-30,Great laptop stand! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV101043,"The backpack works as expected, average performance overall.",Product Forum,backpack,neutral,2024-02-13,"The backpack works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV101044,Great desk lamp! My whole family loves it.!!,Amazon Review,desk lamp,positive,2024-10-02,Great desk lamp! My whole family loves it.!!,0.865,0.6562,0.575,0.7815,positive,1,0,0,0,0,0,joy,1
REV101046,This restaurant chain is poorly made and feels cheap. 😡,Facebook Comment,restaurant chain,negative,2024-04-03,This restaurant chain is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV101047,"Terrible office chair, broke after just two days of use. :(",Twitter/X Post,office chair,negative,2024-10-27,"Terrible office chair, broke after just two days of use. :(",-0.8316,-0.875,1.0,-0.849,negative,0,0,0,0,0,0,none,0
REV101052,"The kitchen blender does what it's supposed to do, nothing special.",Amazon Review,kitchen blender,neutral,2024-12-07,"The kitchen blender does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV101053,"Absolutely love this laptop stand, it exceeded all my expectations!",Product Forum,laptop stand,positive,2024-10-08,"Absolutely love this laptop stand, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV101054,"I'm so disappointed with this software update, complete waste of money.!!",Product Forum,software update,negative,2024-08-28,"I'm so disappointed with this software update, complete waste of money.!!",-0.7768,-0.3208,0.3833,-0.5944,negative,0,0,1,0,0,0,sadness,1
REV101055,"Just unboxed the electric toothbrush, will update this review later.",Amazon Review,electric toothbrush,neutral,2024-01-29,"Just unboxed the electric toothbrush, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV101057,"Excellent yoga mat, exactly as described and super reliable.",News Headline,yoga mat,positive,2024-04-18,"Excellent yoga mat, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV101060,The gaming mouse arrived damaged and customer service ignored me.,Facebook Comment,gaming mouse,negative,2024-09-19,The gaming mouse arrived damaged and customer service ignored me.,-0.6369,0.0,0.0,-0.3821,negative,0,0,0,0,0,0,none,0
REV101061,The kitchen blender is overpriced for such low quality.,News Headline,kitchen blender,negative,2024-08-18,The kitchen blender is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV101063,The streaming service is overpriced for such low quality.,Amazon Review,streaming service,negative,2024-01-06,The streaming service is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV101064,Comparing the laptop stand to similar products on the market now.,News Headline,laptop stand,neutral,2024-03-27,Comparing the laptop stand to similar products on the market now.,0.0,0.0,0.4,0.0,neutral,0,0,0,0,0,0,none,0
REV101065,The airline stopped working and support was unhelpful.,Twitter/X Post,airline,negative,2024-11-26,The airline stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV101066,"Terrible restaurant chain, broke after just two days of use.",Amazon Review,restaurant chain,negative,2024-11-13,"Terrible restaurant chain, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV101069,I hate how unreliable this fitness tracker turned out to be.!!,News Headline,fitness tracker,negative,2024-12-20,I hate how unreliable this fitness tracker turned out to be.!!,-0.4421,-1.0,0.9,-0.6653,negative,0,1,0,0,0,0,anger,1
REV101075,Here is my honest review of the wireless headphones after a week of use.,Amazon Review,wireless headphones,neutral,2024-09-21,Here is my honest review of the wireless headphones after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV101079,"Disappointing electric toothbrush, definitely returning it.!!",News Headline,electric toothbrush,negative,2024-07-10,"Disappointing electric toothbrush, definitely returning it.!!",-0.2695,-0.3,0.6,-0.2817,negative,0,0,1,0,0,0,sadness,1
REV101087,"Awful experience with the kitchen blender, would not recommend at all.!!",News Headline,kitchen blender,negative,2024-07-26,"Awful experience with the kitchen blender, would not recommend at all.!!",-0.6902,-1.0,1.0,-0.8141,negative,0,0,0,0,1,0,trust,1
REV101089,"Worst delivery service I have ever bought, total regret.!!",Twitter/X Post,delivery service,negative,2024-07-13,"Worst delivery service I have ever bought, total regret.!!",-0.8306,-0.5,0.875,-0.6984,negative,0,0,1,0,0,0,sadness,1
REV101093,"Absolutely love this backpack, it exceeded all my expectations!",Twitter/X Post,backpack,positive,2024-05-05,"Absolutely love this backpack, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV101094,"I'm impressed by how well the delivery service performs, truly outstanding.",News Headline,delivery service,positive,2024-04-08,"I'm impressed by how well the delivery service performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV101095,"This fitness tracker is fantastic, best purchase I've made all year.",Twitter/X Post,fitness tracker,positive,2024-09-07,"This fitness tracker is fantastic, best purchase I've made all year.",0.872,0.7,0.6,0.8032,positive,2,0,0,0,0,0,joy,2
REV101097,"This desk lamp is a game changer, I use it every single day.",Facebook Comment,desk lamp,positive,2024-05-01,"This desk lamp is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV101098,This smartphone case caused nothing but problems since day one. :(,Product Forum,smartphone case,negative,2024-04-26,This smartphone case caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV101099,"Worst air purifier I have ever bought, total regret.",News Headline,air purifier,negative,2024-12-27,"Worst air purifier I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV101100,The electric toothbrush arrived quickly and the build quality is amazing.,Twitter/X Post,electric toothbrush,positive,2024-07-10,The electric toothbrush arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV101101,"Absolutely love this running shoes, it exceeded all my expectations!",Amazon Review,running shoes,positive,2024-02-17,"Absolutely love this running shoes, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV101102,"This delivery service is a game changer, I use it every single day.",Product Forum,delivery service,positive,2024-04-09,"This delivery service is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV101103,Comparing the mobile app to similar products on the market now.,Amazon Review,mobile app,neutral,2024-10-02,Comparing the mobile app to similar products on the market now.,0.0,0.0,0.4,0.0,neutral,0,0,0,0,0,0,none,0
REV101104,The air purifier stopped working and support was unhelpful.,Amazon Review,air purifier,negative,2024-03-29,The air purifier stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV101106,"Five stars for the fitness tracker, it changed the way I do things. Love it!",Product Forum,fitness tracker,positive,2024-03-31,"Five stars for the fitness tracker, it changed the way I do things. Love it!",0.7644,0.625,0.6,0.7086,positive,1,0,0,0,0,0,joy,1
REV101109,This running shoes caused nothing but problems since day one. Never again.,Facebook Comment,running shoes,negative,2024-03-11,This running shoes caused nothing but problems since day one. Never again.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV101110,I hate how unreliable this mobile app turned out to be. Never again.,Product Forum,mobile app,negative,2024-12-11,I hate how unreliable this mobile app turned out to be. Never again.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV101112,I hate how unreliable this air purifier turned out to be.,Amazon Review,air purifier,negative,2024-04-27,I hate how unreliable this air purifier turned out to be.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV101115,"The desk lamp does what it's supposed to do, nothing special.",Twitter/X Post,desk lamp,neutral,2024-01-23,"The desk lamp does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV101116,"Received the gaming mouse today, packaging was standard.",Amazon Review,gaming mouse,neutral,2024-12-28,"Received the gaming mouse today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV101127,"The customer support experience does what it's supposed to do, nothing special.",News Headline,customer support experience,neutral,2024-02-13,"The customer support experience does what it's supposed to do, nothing special.",0.1134,0.3571,0.5714,0.2109,positive,0,0,0,0,0,0,none,0
REV101130,This kitchen blender caused nothing but problems since day one.,News Headline,kitchen blender,negative,2024-10-11,This kitchen blender caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV101132,"Terrible software update, broke after just two days of use. 😡",News Headline,software update,negative,2024-12-31,"Terrible software update, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV101133,"Terrible airline, broke after just two days of use.",Twitter/X Post,airline,negative,2024-01-26,"Terrible airline, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV101135,"The wireless headphones works as expected, average performance overall.",Product Forum,wireless headphones,neutral,2024-04-07,"The wireless headphones works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV101136,"Disappointing air purifier, definitely returning it. Never again.",News Headline,air purifier,negative,2024-08-15,"Disappointing air purifier, definitely returning it. Never again.",-0.128,-0.3,0.6,-0.1968,negative,0,0,1,0,0,0,sadness,1
REV101137,"I'm impressed by how well the restaurant chain performs, truly outstanding.",Product Forum,restaurant chain,positive,2024-11-21,"I'm impressed by how well the restaurant chain performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV101138,"I'm so disappointed with this yoga mat, complete waste of money.",Product Forum,yoga mat,negative,2024-06-09,"I'm so disappointed with this yoga mat, complete waste of money.",-0.7346,-0.2833,0.3833,-0.5541,negative,0,0,1,0,0,0,sadness,1
REV101139,"Disappointing air purifier, definitely returning it.",Facebook Comment,air purifier,negative,2024-06-11,"Disappointing air purifier, definitely returning it.",-0.128,-0.3,0.6,-0.1968,negative,0,0,1,0,0,0,sadness,1
REV101148,"This running shoes is a game changer, I use it every single day.!!",News Headline,running shoes,positive,2024-05-18,"This running shoes is a game changer, I use it every single day.!!",0.0,-0.2558,0.3071,-0.1023,negative,0,0,0,0,0,0,none,0
REV101149,The delivery service arrived damaged and customer service ignored me.!!,Product Forum,delivery service,negative,2024-03-19,The delivery service arrived damaged and customer service ignored me.!!,-0.6988,0.0,0.0,-0.4193,negative,0,0,0,0,0,0,none,0
REV101152,"I'm so disappointed with this running shoes, complete waste of money.",Amazon Review,running shoes,negative,2024-10-18,"I'm so disappointed with this running shoes, complete waste of money.",-0.7346,-0.2833,0.3833,-0.5541,negative,0,0,1,0,0,0,sadness,1
REV101153,"Very frustrated with the software update, it never worked as advertised. 😡",News Headline,software update,negative,2024-04-18,"Very frustrated with the software update, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV101154,"I'm so happy with the subscription plan, works perfectly and looks great.!!",Amazon Review,subscription plan,positive,2024-07-19,"I'm so happy with the subscription plan, works perfectly and looks great.!!",0.931,0.9333,0.9167,0.9319,positive,2,0,0,0,0,0,joy,2
REV101157,The office chair arrived quickly and the build quality is amazing. :),Product Forum,office chair,positive,2024-01-26,The office chair arrived quickly and the build quality is amazing. :),0.7783,0.4778,0.8,0.6581,positive,1,0,0,0,0,0,joy,1
REV101158,"Worst water bottle I have ever bought, total regret. 😡",Amazon Review,water bottle,negative,2024-05-15,"Worst water bottle I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV101161,"Excellent desk lamp, exactly as described and super reliable.!!",Product Forum,desk lamp,positive,2024-06-05,"Excellent desk lamp, exactly as described and super reliable.!!",0.8475,0.5903,0.6389,0.7446,positive,1,0,0,0,1,0,joy,2
REV101165,"Just unboxed the smartphone case, will update this review later.",Amazon Review,smartphone case,neutral,2024-09-02,"Just unboxed the smartphone case, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV101167,The kitchen blender stopped working and support was unhelpful. Never again.,Twitter/X Post,kitchen blender,negative,2024-10-22,The kitchen blender stopped working and support was unhelpful. Never again.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV101169,"This mobile app is a game changer, I use it every single day.",Twitter/X Post,mobile app,positive,2024-10-18,"This mobile app is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV101170,"Very frustrated with the gaming mouse, it never worked as advertised.!!",Facebook Comment,gaming mouse,negative,2024-06-17,"Very frustrated with the gaming mouse, it never worked as advertised.!!",-0.6459,-1.0,0.26,-0.7875,negative,0,1,0,0,0,0,anger,1
REV101172,"This laptop stand is a game changer, I use it every single day. 😊",News Headline,laptop stand,positive,2024-02-15,"This laptop stand is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV101173,Here is my honest review of the desk lamp after a week of use.,Amazon Review,desk lamp,neutral,2024-12-09,Here is my honest review of the desk lamp after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV101174,Highly recommend the wireless headphones to anyone looking for quality.,Facebook Comment,wireless headphones,positive,2024-10-15,Highly recommend the wireless headphones to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV101175,"The desk lamp works as expected, average performance overall.",Twitter/X Post,desk lamp,neutral,2024-10-11,"The desk lamp works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV101179,Great water bottle! My whole family loves it. Love it!,Twitter/X Post,water bottle,positive,2024-10-25,Great water bottle! My whole family loves it. Love it!,0.9272,0.6083,0.5833,0.7997,positive,2,0,0,0,0,0,joy,2
REV101181,"I'm so happy with the bluetooth speaker, works perfectly and looks great.",Amazon Review,bluetooth speaker,positive,2024-06-01,"I'm so happy with the bluetooth speaker, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV101182,The mobile app is overpriced for such low quality.,Product Forum,mobile app,negative,2024-03-25,The mobile app is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV101184,The yoga mat stopped working and support was unhelpful.,Twitter/X Post,yoga mat,negative,2024-12-09,The yoga mat stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV101186,The air purifier arrived damaged and customer service ignored me.,Facebook Comment,air purifier,negative,2024-06-28,The air purifier arrived damaged and customer service ignored me.,-0.6369,0.0,0.0,-0.3821,negative,0,0,0,0,0,0,none,0
REV101188,The restaurant chain stopped working and support was unhelpful.,Amazon Review,restaurant chain,negative,2024-06-01,The restaurant chain stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV101189,What a wonderful subscription plan! Great value for the price. 😊,Facebook Comment,subscription plan,positive,2024-01-17,What a wonderful subscription plan! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV101192,"I'm so disappointed with this yoga mat, complete waste of money. :(",Product Forum,yoga mat,negative,2024-09-23,"I'm so disappointed with this yoga mat, complete waste of money. :(",-0.8439,-0.4,0.5375,-0.6663,negative,0,0,1,0,0,0,sadness,1
REV101194,"Disappointing fitness tracker, definitely returning it. Never again.",Facebook Comment,fitness tracker,negative,2024-12-21,"Disappointing fitness tracker, definitely returning it. Never again.",0.1531,-0.3,0.6,-0.0281,neutral,0,0,1,0,0,0,sadness,1
REV101200,"Five stars for the backpack, it changed the way I do things. Love it!",Amazon Review,backpack,positive,2024-10-24,"Five stars for the backpack, it changed the way I do things. Love it!",0.6696,0.625,0.6,0.6518,positive,1,0,0,0,0,0,joy,1
REV101204,"I bought the coffee maker last week, still testing it out.",Product Forum,coffee maker,neutral,2024-04-15,"I bought the coffee maker last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV101205,"Very frustrated with the bluetooth speaker, it never worked as advertised.",Twitter/X Post,bluetooth speaker,negative,2024-07-30,"Very frustrated with the bluetooth speaker, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV101211,The smartphone case arrived quickly and the build quality is amazing.,News Headline,smartphone case,positive,2024-02-03,The smartphone case arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV101216,"The kitchen blender works as expected, average performance overall.",Facebook Comment,kitchen blender,neutral,2024-12-05,"The kitchen blender works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV101218,What a wonderful desk lamp! Great value for the price.,Twitter/X Post,desk lamp,positive,2024-03-12,What a wonderful desk lamp! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV101219,"The delivery service is okay, not great but not bad either.",Amazon Review,delivery service,neutral,2024-03-12,"The delivery service is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV101220,The restaurant chain is overpriced for such low quality. :(,Product Forum,restaurant chain,negative,2024-05-11,The restaurant chain is overpriced for such low quality. :(,-0.6124,-0.25,0.6,-0.4674,negative,0,0,0,0,0,0,none,0
REV101223,The air purifier arrived quickly and the build quality is amazing.,Facebook Comment,air purifier,positive,2024-02-05,The air purifier arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV101224,This customer support experience caused nothing but problems since day one.!!,Product Forum,customer support experience,negative,2024-07-31,This customer support experience caused nothing but problems since day one.!!,0.6509,0.0,0.0,0.3905,positive,0,0,0,0,0,0,none,0
REV101226,The airline is overpriced for such low quality.,News Headline,airline,negative,2024-03-16,The airline is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV101230,"Terrible office chair, broke after just two days of use.",Facebook Comment,office chair,negative,2024-03-24,"Terrible office chair, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV101232,"Worst airline I have ever bought, total regret.",Amazon Review,airline,negative,2024-04-28,"Worst airline I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV101235,"The bluetooth speaker meets the basic requirements, nothing more.",Facebook Comment,bluetooth speaker,neutral,2024-05-26,"The bluetooth speaker meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV101236,Highly recommend the yoga mat to anyone looking for quality.,Amazon Review,yoga mat,positive,2024-01-09,Highly recommend the yoga mat to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV101240,The customer service team was super helpful with my mobile app order.,News Headline,mobile app,positive,2024-12-07,The customer service team was super helpful with my mobile app order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV101241,The fitness tracker arrived damaged and customer service ignored me.!!,Product Forum,fitness tracker,negative,2024-05-21,The fitness tracker arrived damaged and customer service ignored me.!!,-0.5696,0.0,0.0,-0.3418,negative,0,0,0,0,0,0,none,0
REV101243,This yoga mat caused nothing but problems since day one.!!,Twitter/X Post,yoga mat,negative,2024-07-08,This yoga mat caused nothing but problems since day one.!!,0.5379,0.0,0.0,0.3227,positive,0,0,0,0,0,0,none,0
REV101244,"Awful experience with the mobile app, would not recommend at all.",Product Forum,mobile app,negative,2024-01-28,"Awful experience with the mobile app, would not recommend at all.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV101246,This subscription plan is poorly made and feels cheap.,Product Forum,subscription plan,negative,2024-05-04,This subscription plan is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
